zdroj,ID,titul_verbatim,normed,gpt_ais,obal,formát,typ materiálu,zvuk / sound (on box),zvukař_cleaned,díl,ozvučen dne,středisko,úsek,aparatura,materiál,číslo krabice,obsah_verbatim,recording_technical_cs,recording_secondary_cs,recording_tertiary_cs,recording_content_cs,recording_has_multiple_content,recording_language
MWA,P202247,dva na koni jeden na oslu,Dva na koni jeden na oslu,"Dva na koni, jeden na oslu",metal can,35 mm,ORWO,,#N/A,11;12,14.5.,,,,,,mix,mix,,,,no,
NFA,p-101028,Dva sloni,Dva sloni,Dva sloni,metal box,35 mm,MB - Pyral (35 mm),Ing. Kacian,Jan Kacian,-,18.11.1993,-,-,-,-,-,mix,mix,,,,no,
NFA,p-100593,Dva sloni,Dva sloni,Dva sloni,paper box,35 mm,ORWO 207 LN,-,,-,15.1.1992,-,-,Evropa,-,-,přepis mix,mix,přepis,,,no,
MWA,P202236,Dvě noci a dva dny,Dvě noci a dva dny,Dvě noci a dva dny,metal can,35 mm,ORWO,,#N/A,3,,,,,,,mix zvuk,mix,,,,no,
MWA,P202234,Dvě noci a dva dny,Dvě noci a dva dny,Dvě noci a dva dny,metal can,35 mm,,,#N/A,1;2,,,,,,,mix zvuk,mix,,,,no,
MWA,P202220,Dvě noci a dva dny,Dvě noci a dva dny,Dvě noci a dva dny,metal can,35 mm,ORWO PF 5,,#N/A,1;2,,,,,,,mix zvuk,mix,,,,no,
MWA,P203768,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,5;8,23.5.1990,,,Přepisové studio,,,"mez. pás hudba, zpěv (5. díl)",mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203767,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,5;7,24.5.1990,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203766,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,5;6,25.5.1990,,,Přepisové studio,,,mez. pás hudba + zpěv,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203769,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,3;4,26.5.1990,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203967,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207,,#N/A,1;2,27.5.1990,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203773,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,9;10,28.5.1990,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203772,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,7;8,29.5.1990,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203771,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,1;2,30.5.1990,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203966,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207,,#N/A,9;10,31.5.1990,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203770,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207LN,,#N/A,5;6,1.6.1990,,,Přepisové studio,,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P203968,Dynamit,Dynamit,Dynamit,paper box,35 mm,ORWO 207,,#N/A,3;4,23.5.1990,,,Přepisové studio,,,mez. pás hudba,mezinárodní pás,,,hudba,no,
NFA,p-100240,Dáme metr k metru,Dáme metr k metru,Dáme metr k metru,metal box,35 mm,ORWO PF 2,-,,1,-,-,-,-,-,-,mix francouzsky,mix,,,,no,fr
NFA,p-102062,Déja vu,Déja vu,Déja vu,plastic box,16 mm,,-,,1,24.7.2007,-,-,-,-,-,MG,magnetický záznam,,,,no,
MWA,P201935,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,ORWO,,#N/A,8,18.11.1971,,,Evropa,CPR-I.,,mez. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P201928,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,,#N/A,4;5,18.11.,,,Evropa,CPR-I.,,mez. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P201880,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,ORWO,,#N/A,8;9,18.11.1971,,,Evropa,CPR,,mezinár. pas ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201978,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,,#N/A,6;7,18.11.,,,Evropa,CPR-I.,,mezinár. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201907,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,,#N/A,1;2,18.11.,,,Evropa,CPR-I.,,mezinár. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201908,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,ORWO,,#N/A,1;1,18.4.1971,,,Evropa,CPR-I.,,mezinárodní pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201934,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,Jiří Hora,Jiří Hora,9;9,19.11.1971,,,Evropa,CPR-I.,,"mez. pasy hudba, 9.díl se zpěvem, 9. díl beze zpěvu",mezinárodní pás,,,hudba; zpěv,yes,
MWA,P201932,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,,#N/A,4;5,18.11.,,,Evropa,CPR-I.,,meinárodní pasy ruchy,magnetický záznam,,,ruchy,no,
MWA,P201931,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,,#N/A,2;3,18.11.,,,Evropa,CPR-I.,,mez. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P201917,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,,#N/A,3,19.11.,,,Evropa,CPR-I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201925,Dívka na koštěti,Dívka na koštěti,Dívka na koštěti,metal can,35 mm,,,#N/A,6;7,18.11.,,,Evropa,CPR-I.,,mezinár. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201708,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,,,#N/A,10,"24.11.1980, 27.11.1980",,,St. 2,CPR I,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P201700,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,6,24.11.1980,,,St. 2,CPR I,,mezinár. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P202053,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,1;10,20.6./13.6./27.11.1980,,,Evropa,CPR I,,Mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201954,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO 35 mm,,#N/A,3;4,13.6./27.11.1980,,,Evropa,CPR-I.,,mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P201711,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,,,#N/A,,"20.6., 27.11.1980",,,Evropa,CPR I,,mezinár. pasy hudba,mezinárodní pás,,,hudba,no,
MWA,P202025,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,,,#N/A,2,24.11./27.11.1980,,,Studio II,CPR I,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202054,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,,,#N/A,9,27.11.1980,,,,,,Mezinárodní pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202058,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,,,#N/A,3,16.6.1980,,,Evropa,Ilf.,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202062,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,2,24/27.11.1980,,,Studio II,CPR I,,mez. pás + zpěv,mezinárodní pás,,,zpěv,no,
MWA,P202136,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,8,24./27.11.1980,,,Evropa,CPR I.,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202065,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,8;9,27.11.1980,,,Studio II,CPR I,,Mez. pás ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202064,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,,,#N/A,5,24.11.1980,,,Studio II,CPR I,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202137,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,4,24./27.11.1980,,,Studio II.,CPR I.,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202061,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,,,#N/A,5;7,18.6./27.11.1980,,,Evropa,CPR I,,Mez. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202056,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,3,16.6./27.11.1980,,,Evropa,Ilf.,,mez. pás zpěv,mezinárodní pás,,,zpěv,no,
MWA,P202132,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,7,24.11.1980,,,Studio II.,CPR I.,,mez. pás hudby,mezinárodní pás,,,,no,
MWA,P202108,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,2;6,24.11.1980,,,Studio II.,CPR-I.,,mez. pasy ruchy,mezinárodní pás,,,ruchy,no,
MWA,P202057,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,Jiří Moudrý,Jiří Moudrý,1,24/27.11.1980,,,Studio II,CPR I,,mez. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P202133,Dívka s mušlí,Dívka s mušlí,Dívka s mušlí,metal can,35 mm,ORWO,,#N/A,6,27.11.1980,,,,,,mez. pás hudba se zpěvem,mezinárodní pás,,,hudba; zpěv,yes,
MWA,P204870,Díváme se divadlem,Díváme se divadlem,Filmový zpravodaj 38/1988 Díváme se divadlem,metal can,35 mm,,Ing. Kacian,Jan Kacian,,18.8.1988,3220,208800,,,,mezmix,mezinárodní pás,,,,no,
NFA,p-100396,Dýmka míru,Dýmka míru,Dýmka míru,paper box,"1/​4""",Agfa PER 525,-,,-,-,-,-,-,-,-,hudba stereo,magnetický záznam,,stereo,hudba,no,
MWA,P204804,Dědictví,Dědictví,Dědictví,metal can,35 mm,Pyral,Ing. Kacian,Jan Kacian,1,26.2.1990,3220,200800,,,,mezmix formix,mezinárodní pás,,,,no,
MWA,P204923,Dětská gynekologie,Dětská gynekologie,Dětská gynekologie,paper box,16 mm,Orwo 205LN,Ing. Děták,Jaroslav Děták,2,17.11.1987,3282,,,,,Mezmix,mezinárodní pás,,,,no,
MWA,P203038,Dětská Gynekologie,Dětská gynekologie,Dětská gynekologie,paper box,16 mm,ORWO 205 LN,Ing. Děták,Jaroslav Děták,1,17.11.1987,3282,,,,,mez.mix.,mezinárodní pás,,,,no,
MWA,P204458,Dětské tábory MNO,Dětské tábory MNO,Dětské tábory MNO,metal can,35 mm,Orwo 202,,#N/A,3,,,,,,,zvuk mix,mix,,,,no,
MWA,P204833,Dětské tábory MNO,Dětské tábory MNO,Dětské tábory MNO,metal can,35 mm,Orwo 202,,#N/A,3,,,,,,,,,,,,,
MWA,P204459,Dětské tábory MNO,Dětské tábory MNO,Dětské tábory MNO,metal can,35 mm,Orwo 202,,#N/A,1;2,,,,,,,zvuk mix,mix,,,,no,
MWA,P204352,Dětské tábory MNO different title on carrier,Dětské tábory MNO different title on carrier,Dětské tábory MNO,metal can,35 mm,,,#N/A,2,,,,,,,,,,,,,
MWA,P204793,Děvětsil,Děvětsil,Devětsil,metal can,35 mm,,Kacian,Jan Kacian,1,8.2.1990,3220,,,35 mm,,mezmix,mezinárodní pás,,,,no,
MWA,P202885,Dům pro dva,Dům pro dva,Dům pro dva,metal can,35 mm,ORWO,,#N/A,7;8,11.9.,,,,,,mix,mix,,,,no,
MWA,P202256,Dům pro dva,Dům pro dva,Dům pro dva,metal can,35 mm,ORWO,,#N/A,5;6,14.9.1988,,,,,,mix,mix,,,,no,
MWA,P202243,Dům pro dva,Dům pro dva,Dům pro dva,metal can,35 mm,ORWO PF 2,A. Kravka,Antonín Kravka,1,8.9./14.9.1987,,,,,,mix,mix,,,,no,
MWA,P202196,Dům pro dva,Dům pro dva,Dům pro dva,metal can,35 mm,,,#N/A,9,10.9./14.9.1987,,,,,,mix,mix,,,,no,
MWA,P202189,Dům pro dva,Dům pro dva,Dům pro dva,metal can,35 mm,ORWO,,#N/A,3;4,9.9./4.12.1984/14.8.1987,,,Evropa,,,mix,mix,,,,no,
NFA,p-100126,Dům u 500 básníků,Dům u 500 básníků,Dům u pěti set básníků,metal box,35 mm,MB - ORWO (35 mm),Ing. Děták,Jaroslav Děták,1; 2,24.10.1988,3242,č.f. 427404,-,-,-,mez. mix,mezinárodní pás,,,,no,
MWA,P203419,Džusový román,Džusový román,Džusový román,metal can,35 mm,,,#N/A,9,"19.3.1984, 22.3.1984",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203351,Džusový román,Džusový román,Džusový román,metal can,35 mm,,,#N/A,7,16.3.1984 (12.3.1984),,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203416,Džusový román,Džusový román,Džusový román,metal can,35 mm,,,#N/A,3,13.3.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203417,Džusový román,Džusový román,Džusový román,metal can,35 mm,,Ing. A. Kajzar,Adam Kajzar,1,12.3.1984,,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203352,Džusový román,Džusový román,Džusový román,metal can,35 mm,,,#N/A,4,14.7.1984 (12.3.1984),,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P203418,Džusový román,Džusový román,Džusový román,metal can,35 mm,,,#N/A,,"12.3.1984, 20.3.1984",,,Evropa,Ilford,,mix,mix,,,,no,
MWA,P204988,Etiopatogeneze diabetes mellitus,Etiopatogeneze diabetes mellitus,Etiopatogeneze diabetes mellitus,paper box,16 mm,Orwo 205LN,K. Cajthaml,Karel Cajthaml,,30.5.1989,3282,,,,,Mezmix,mezinárodní pás,,,,no,
NFA,p-101996,Etudy - holy,Etudy,Etudy,metal box,35 mm,MB - ORWO (35 mm),-,,-,1977,-,-,-,-,129,Zvuk MG,zvuk,,,,no,
NFA,p-100165,Ex libris,Ex libris,Ex libris,metal box,35 mm,MB - ORWO (35 mm),-,,1,15.12.82,-,-,studio II,CPR-I,KF-Praha,mezinárodní pás,mezinárodní pás,,,,no,
NFA,p-100289,Exposice,Exposice,Exposice,paper box,"1/​4""",Agfa PER 525,Kolafa,,-,-,-,-,-,-,-,"ruchy 1, 2",magnetický záznam,,,ruchy,no,
NFA,p-100905,Faustův dům,Faustův dům,Faustův dům,metal box,35 mm,ORWO PC 7,-,,2,26.1.79,-,-,přepisové studio,CPR-I,KF Praha,přepis mez. pás,mezinárodní pás,přepis,,,no,
NFA,p-100969,Faustův dům,Faustův dům,Faustův dům,metal box,35 mm,MB - ORWO (35 mm),Ing. Astrug,Bejnamin Astrug,1; 2,28.2.79,3242,-,-,-,-,mix španělsky,mix,,,,no,es
MWA,P200036,FAUSTŮV DŮM,Faustův dům,Faustův dům,metal can,35 mm,MB - orwo (35 mm),-,,1,26.1.1979,3242,-,PŘEPISOVÉ STUDIO,CPR-I,KF Praha,přepis mez pás,přepis,,,,no,
NFA,p-100562,Faustův dům,Faustův dům,Faustův dům,paper box,35 mm,ORWO 202,-,,2,13.07.77,St. J. Trnky,-,Evropa,CPR-I,-,mix,mix,,,,no,
NFA,p-100561,Faustův dům,Faustův dům,Faustův dům,paper box,35 mm,ORWO 202,-,,1,13.07.77,St. J. Trnky,-,Evropa,CPR-I,-,mix,mix,,,,no,
NFA,p-101130,Faustův dům,Faustův dům,Faustův dům,metal box,35 mm,MB - ORWO (35 mm),-,,1,26.1.79,-,-,přepisové studio,CPR-I,KF Praha,přepis mez. pás,mezinárodní pás,přepis,,,no,
MWA,P200066,FAUSTŮV DŮM,Faustův dům,Faustův dům,metal can,35 mm,MB - orwo (35 mm),Astrug,Bejnamin Astrug,1;2,28.2.1979,3242,-,-,-,Barevný Film,mix,mix,,,,no,
NFA,p-100321,Faustův dům,Faustův dům,Faustův dům,paper box,"1/​4""",LGR 30 P,-,,-,04.07.77,-,-,-,-,-,hudba mono,magnetický záznam,,mono,hudba,no,
NFA,p-100045,Faustův dům,Faustův dům,Faustův dům,paper box,35 mm,ORWO 202,-,,1; 2,13.07.77,-,-,Evropa,CPR-I,St. J. Trnky,mez. pás (mezin. pás),mezinárodní pás,,,,no,
MWA,P203520,Figurky ze šmantů,Figurky ze šmantů,Figurky ze šmantů,metal can,35 mm,Orwo,,#N/A,1;2,26.2.,,,,,,M.P. ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204187,Figurky ze šmantů,Figurky ze šmantů,Figurky ze šmantů,metal can,35 mm,ORWO,,#N/A,1;2,,,,,,,hudba,magnetický záznam,,,hudba,no,
MWA,P203529,Figurky ze šmantů (úraz),Figurky ze šmantů,Figurky ze šmantů,metal can,35 mm,Orwo,,#N/A,3,27.2.1987,,,,,,mezinár. pás hudba,mezinárodní pás,,,hudba,no,
MWA,P203013,Filmová Kronika Chomutov 3/88,Filmová Kronika Chomutov 3/88,Filmová kronika 3/88,paper box,16 mm,ORWO 205 LN,Ing. Děták,Jaroslav Děták,,24.02.1988,3282,,,,,mezmix,mezinárodní pás,,,,no,
NFA,p-100353,Fimfárum,Fimfárum,Fimfárum,paper box,"1/​4""",LGR 30 P,-,,-,-,-,-,-,-,-,komentář,magnetický záznam,,,komentář,no,
MWA,P203572,Florian,Florian,Florián,paper box,"1/​4""",BASF LGR,,#N/A,,23.5.1966,,,MT5-Moskva,LGR,,,,,,,,
MWA,P203557,Florian; Kuřata na cestách,Florian; Kuřata na cestách,Kuřata na cestách,paper box,"1/​4""",BASF LGR,,#N/A,,,,,,,,přepis mezin. pásů hudby,přepis,,,,no,
NFA,p-100303,Franta nebojsa,Franta nebojsa,Franta Nebojsa,paper box,"1/​4""",Agfa PER 525,-,,-,12.04.83,-,-,-,-,-,komentář,magnetický záznam,,,komentář,no,
NFA,p-100899,Franta nebojsa,Franta nebojsa,Franta Nebojsa,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,14.12.,-,-,Evropa,CPR-I,KF,mezinárodní pás,mezinárodní pás,,,,no,
NFA,p-101541,Franta nebojsa,Franta nebojsa,Franta Nebojsa,metal box,35 mm,ORWO 202,-,,1; 2,14.12.,-,-,Evropa,CPR-I,KF,mix,mix,,,,no,
MWA,P204201,Freonový duch,Freonový duch,Freonový duch,metal can,35 mm,Pyral,,#N/A,1;2,3.7.1991,,,,,,mezmix hudba přepis,mezinárodní pás,přepis,,hudba,no,
MWA,P204184,Freonový duch,Freonový duch,Freonový duch,metal can,35 mm,Pyral,,#N/A,9;10,3.7.1991,,,,,,mezmix hudba přepis se zpěvem,mezinárodní pás,přepis,,hudba; zpěv,yes,
MWA,P204183,Freonový duch,Freonový duch,Freonový duch,metal can,35 mm,Pyral,,#N/A,5;6,3.7.1991,,,,,,mezmix ruchy přepis,mezinárodní pás,přepis,,ruchy,no,
MWA,P204182,Freonový duch,Freonový duch,Freonový duch,metal can,35 mm,Pyral,,#N/A,3;4,3.7.1991,,,,,,mezmix přepis,mezinárodní pás,přepis,,,no,
MWA,P204181,Freonový duch,Freonový duch,Freonový duch,metal can,35 mm,Pyral,,#N/A,7;8,3.7.1991,,,,,,mezmix ruchy přepis,mezinárodní pás,přepis,,ruchy,no,
MWA,P203887,Freonový duch / Attenzione Fantazmi,Freonový duch / Attenzione Fantazmi,Freonový duch,metal can,35 mm,Pyral,,#N/A,3;4,3.7.1991,,,,,,"mezmix hudba- se zpěvem (3.díl), bez zpěvu (4. díl)",mezinárodní pás,,,hudba; zpěv,yes,
MWA,P203888,Freonový duch / Attenzione Fantazmi,Freonový duch / Attenzione Fantazmi,Freonový duch,metal can,35 mm,Pyral,,#N/A,10;11,3.7.1991,,,,,,mezmix hudba bez zpěvu,mezinárodní pás,,,hudba; zpěv,yes,
NFA,p-100121,Futura bláhová,Futura bláhová,Futura Bláhová,metal box,35 mm,MB - Pyral (35 mm),-,,-,4.5.2000,-,-,-,-,-,mix,mix,,,,no,
MWA,P204829,FZ léto,FZ léto,Léto,metal can,35 mm,,Ing. Kacián,Jan Kacian,,22.9.1988,3220,č.f. 208800,,,,mezmix,mezinárodní pás,,,,no,
MWA,P204497,Fénix,Fénix,Fénix,metal can,35 mm,Pyral,,#N/A,6;8,15.2.1991,,,,,,MP ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204496,Fénix,Fénix,Fénix,metal can,35 mm,Pyral,Kuli,,1;3,15.2.1991,,,,,,MP ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204500,Fénix,Fénix,Fénix,metal can,35 mm,Pyral,Kuli,,6;8,15.2.1991,,,,,,MP hudba,mezinárodní pás,,,hudba,no,
MWA,P204498,Fénix,Fénix,Fénix,metal can,35 mm,Pyral,Kuli,,2;4,15.2.1991,,,,,,MP ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204501,Fénix,Fénix,Fénix,metal can,35 mm,Pyral,Kuli,,5;7,18.5.1991,,,,,,MP hudba,mezinárodní pás,,,hudba,no,
MWA,P204502,Fénix,Fénix,Fénix,metal can,35 mm,Pyral,Kuli,,5;7,15.2.1991,,,,,,MP ruchy,mezinárodní pás,,,ruchy,no,
MWA,P204499,Fénix,Fénix,Fénix,metal can,35 mm,Pyral,Kuli,,2;4,15.2.1991,,,,,,MP hudba,mezinárodní pás,,,hudba,no,
NFA,p-101062,Gilgameš,Gilgameš,Gilgameš,metal box,35 mm,MB - ORWO (35 mm),Ing. Děták,Jaroslav Děták,2,17.11.1987,3242,č.f. 424522,-,-,-,mix přepis,mix,přepis,,,no,
NFA,p-101169,Gilgameš,Gilgameš,Gilgameš,metal box,35 mm,MB - ORWO (35 mm),Ing. Děták,Jaroslav Děták,1,17.11.1987,3242,č.f. 424522,-,-,-,mix přepis,mix,přepis,,,no,
NFA,p-100210,Had je mašinka,Had je mašinka,Had je mašinka,metal box,35 mm,MB - ORWO (35 mm),Ing. Děták/ A. Dětáková,Jaroslav Děták; Alena Děťáková,1,06.06.86,3242,č.f. 426504,-,-,-,mezmix,mezinárodní pás,,,,no,
NFA,p-100857,Had je mašinka,Had je mašinka,Had je mašinka,paper box,35 mm,ORWO 206 LN,Ing. Děták,Jaroslav Děták,1,6.6.86,3242,č.f. 426504,-,-,-,mix přepis,mix,přepis,,,no,
NFA,p-100200,Hadí princ,Hadí princ,Hadí princ,metal box,35 mm,MB - ORWO (35 mm),-,,1; 2,21.5.1982,-,-,Evropa,CPR-I,-,mix,mix,,,,no,
NFA,p-100188,Hadí princ,Hadí princ,Hadí princ,metal box,35 mm,ORWO PC 7,pí. Lebdušková,,1; 2,24.5.1982,-,-,přepisové studio,CPR-I,-,mezinárodní pás (= mix) ,mix,,,,no,
MWA,P204206,Hadí princ,Hadí princ,Hadí princ,metal can,35 mm,ORWO,,#N/A,1;2,,,,,,,mez. mix,mezinárodní pás,,,,no,
MWA,P203123,Hauři,Hauři,Hauři,metal can,35 mm,ORWO,,#N/A,5,28.4.,,,,,,mix,mix,,,,no,
MWA,P203122,Hauři,Hauři,Hauři,metal can,35 mm,ORWO 201,,#N/A,6,28.4.,,,,,,mix hudba I,mix,,,hudba,no,
MWA,P203121,Hauři,Hauři,Hauři,metal can,35 mm,ORWO,,#N/A,7;2,25.4.,,,,,,"mix, hudba,",mix,,,hudba,no,
MWA,P203120,Hauři,Hauři,Hauři,metal can,35 mm,ORWO,,#N/A,8,28.4.,,,,,,"mix, hudba",mix,,,hudba,no,
MWA,P202332,Havel,Havel,Havel,paper box,16 mm,Pyral,Ing. Kocián,,1,29.5.,,,,,,mez. mix,mezinárodní pás,,,,no,
MWA,P202331,Havel,Havel,Havel,paper box,16 mm,Pyral,Ing. Kocián,,2,,,,,,,mez. mix,mezinárodní pás,,,,no,
NFA,p-101515,Hlavy,Hlavy,Hlavy,metal box,35 mm,MB - ORWO (35 mm),-,,1,22.9.79,-,-,Evropa,Ilford,loutkový film,mix,mix,,,,no,
MWA,P200044,HLIŇÁK,HLIŇÁK,Hliňák,metal can,35 mm,MB - orwo (35 mm),Astrug,Bejnamin Astrug,,12.10.1972,,,,BARVA,,"mez mix, přepis",mezinárodní pás,přepis,,,no,
NFA,p-101006,Hliňák,HLIŇÁK,Hliňák,metal box,35 mm,MB - ORWO (35 mm),Astrug,Bejnamin Astrug,-,12.10.1972,-,-,-,-,-,mez. mix přepis,mezinárodní pás,přepis,,,no,
MWA,P204946,Hodina tělesné výchovy I,Hodina tělesné výchovy,Hodina tělesné výchovy,paper box,16 mm,Orwo 205LN,ing. Kacian,Jan Kacian,,16.10.1987,3281,,,,,Mezmix,mezinárodní pás,,,,no,
NFA,p-102017,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,2,1986,-,-,-,-,1070,MG mix,mix,,,,no,
NFA,p-102016,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,3,1986,-,-,-,-,1069,MG mix,mix,,,,no,
NFA,p-102018,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,2,1986,-,-,-,-,1072,MG mix,mix,,,,no,
NFA,p-102020,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,plastic box,35 mm,MF 3,-,,-,-,-,-,-,-,669,MG zvuk,zvuk,,,,no,
NFA,p-102015,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,3,1986,-,-,-,-,1068,MG mix,mix,,,,no,
NFA,p-102019,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,plastic box,35 mm,MF 3,-,,3,1986,-,-,-,-,1071,MG mix,mix,,,,no,
NFA,p-102041,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,1,1986,-,-,-,-,1429,MG mix,mix,,,,no,
NFA,p-102014,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,1,1986,-,-,-,-,1067,MG mix,mix,,,,no,
NFA,p-102021,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,plastic box,35 mm,MF 3,-,,1,-,-,-,-,-,670,MG zvuk,zvuk,,,,no,
NFA,p-102036,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,1,1986,-,-,-,-,1067,MG mix,mix,,,,no,
NFA,p-102038,Hoffmannovy povídky,Hoffmannovy povídky,Hoffmannovy povídky,metal box,35 mm,MF 3,-,,3,1986,-,-,-,-,1069,MG mix,mix,,,,no,
