zvuk / sound (on box)
A. Kravka
A. Nacházel
"Ant. Kravka, ing. Ivo Špalj"
Brostík
Bureš
M. Bureš
Böhm
Celba
Chalupský
"D, Šrámek"
D. Taragel
D. Šrámek
Dienst
F. Černý
Fr. Cerny
Ficek
Fořt
F. Fabian
F. Fabián
Fr. Fabián
I. Zadražilová
Ing. A. Kajzar
Ing. Kajzar
Ing. A. Vrbata
Ing. Vrbata
Cajthaml
Ing. Cajthaml
K. Cajthaml
Děták
Ing. Děták
ing. Děták
p. Děták
Ing. Děták/ A. Dětáková
Ing. E. Pledník
Ing. Ivo Špalj
Ing. Špalj
ing. I. Špalj
Ing. Jakl
Ing. Kacian
Ing. Kacián
Ing.Kacian
Kacian
Kacián
ing. Kacian
p. Kacian
p. Kacián
Ing. Jaroš
Ing. K. Jaroš
Ing. Karel Jaroš
Karel Jaros
ing. Jaroš
ing. K Jaroš
Ing. Kocián
Ing. Jelínek
Ing. Pavel Jelínek
Ing. Petrášek
Petrášek
Ing. Polednik
Ing. Tomáš Janeček
T. Janeček
J.V. Renč
Jan Rychlik + Pololánik
"Jan Rychlík, Pololánik"
J. Hora
J. hora
Jiří Hora
J. Kříž
Jiří Kříž
Kříž
J. Moudrý
Jiri Moudry
Jiří Moudrý
Jiří Pavlík
"Jiří Pavlík, ing. Jiří Lenoch"
J. Vlček
Josef Vlček
K. Jares
Kacian - Mikulík
"Kacian, Mikulík"
Kacián – Mikulík
Kafková
J. Kejř
Kejř
Kejř-Hora
Kolafa
Krutský
Kulich
Kulici
Kuli
Kulí
L. Hausdorf
L. Turek
Lebduška
Löper
M. Hůrka
Maden
Moudrý + Skill
"P. Jelínek, Potůček"
Patrick Steiner
Pavlík J.
Pojar
Richter
Hloch
R. Hloch
Roman Hloch
Růžek
Skoumal
Strangmüller
Trnka st.
V. Skall
Viklický
Vondráček Václav
V. Voráček
Voráček
Václav Vondráček
Z. Hader
Zd. John
Zemanová
Zimermann
Astrug
Ing. Astrug
ing. Astrug
Ing. J. Lenoch
Ing. Jiří Lenoch
Ing. Lenoch
ing. J. Lenoch
ing. Jiři Lenoch
ing. Špals
"p, Mader"
Formáček
p. Formáček
Mader
Z. Mader
Z.Mader
p. Mader
L. Sedláček
Sedláček
p. Sedláček
Lebdušková
pí. Lebdušková
s. Lebdušková
s. Lebduškorá
stř. I. Zdražilová
M. Sádková
M.Sádková
Sádková
stř. Sádková
Šimečka
